
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
2119         	002960   	      24827	Fall 2011  	OT                         	Dfn 06                                            	LCTR         	13-DEC-2011	16:30        	19:30      	            	          54	         45	Physical Disabilities Prac
2119         	002966   	      25193	Fall 2011  	OT                         	Dfn 05                                            	LCTR         	14-DEC-2011	11:45        	14:45      	            	          54	         45	Applied Neurophysiology
2119         	002966   	      25193	Fall 2011  	OT                         	Dfn 06                                            	LCTR         	14-DEC-2011	11:45        	14:45      	            	          54	         45	Applied Neurophysiology
2119         	002971   	      26904	Fall 2011  	OT                         	Dfn 203                                           	LCTR         	15-DEC-2011	11:45        	14:45      	            	         101	         45	Appl Treatment Pediatrics
2119         	002973   	      35938	Fall 2011  	OT                         	Kimbal 125                                        	LCTR         	12-DEC-2011	08:00        	11:00      	            	         120	         45	Prosthetic & Orthotics
2119         	003052   	      38157	Fall 2011  	AS                         	Park 148                                          	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          24	         21	The Asian American Exper
2119         	003092   	      31953	Fall 2011  	PT                         	Dfn 103                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          48	         45	Evidence Based Practice 1
2119         	003096   	      23867	Fall 2011  	PT                         	Dfn 04                                            	LCTR         	12-DEC-2011	08:00        	11:00      	WF8         	          54	         45	Foundations of PT 1
2119         	003099   	      34096	Fall 2011  	PT                         	Dfn_A 30                                          	LAB          	14-DEC-2011	11:45        	14:45      	W12         	          20	         45	Health and Wellness
2119         	003103   	      24542	Fall 2011  	PT                         	Dfn_A 30                                          	LAB          	19-DEC-2011	11:45        	14:45      	TR13        	          20	         45	Musculoskeletal PT 2
2119         	003186   	      27036	Fall 2011  	APY                        	Filmor 170                                        	LCTR         	16-DEC-2011	15:30        	18:30      	M16         	         250	         85	Forensic Anthro Osteology
2119         	003204   	      34510	Fall 2011  	APY                        	Filmor 355                                        	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	          66	         50	Magic, Sorcery & Witchcraft
2119         	003206   	      37399	Fall 2011  	APY                        	Filmor 322                                        	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          66	         18	Indians of South America
2119         	003405   	      23857	Fall 2011  	PT                         	Dfn 103                                           	LCTR         	13-DEC-2011	08:00        	11:00      	R8          	          48	         45	Foundations of PT 3
2119         	003533   	      37400	Fall 2011  	APY                        	Filmor 355                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          66	         48	Health Care in U.S.
2119         	003632   	      37883	Fall 2011  	GEO                        	Wilksn 106                                        	LCTR         	14-DEC-2011	08:00        	11:00      	F9          	          12	         14	Urban Geography
2119         	003679   	      28944	Fall 2011  	MGF                        	Norton 218                                        	LCTR         	13-DEC-2011	08:00        	11:00      	            	          60	        397	Corporation Finance
2119         	003679   	      33123	Fall 2011  	MGF                        	Norton 218                                        	LCTR         	13-DEC-2011	08:00        	11:00      	            	          60	         56	Corporation Finance
2119         	003680   	      26029	Fall 2011  	MGF                        	Jacobs 110                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          85	         47	Financial Institutions
2119         	003680   	      31458	Fall 2011  	MGF                        	Jacobs 110                                        	LCTR         	12-DEC-2011	19:15        	22:15      	M17         	          85	         55	Financial Institutions
